Season,DayNum,WTeamID,WScore,LTeamID,LScore,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2012,153,3323,83,3163,75,1,29,72,5,14,20,27,20,23,16,16,14,7,14,31,68,3,13,10,13,15,27,13,21,10,8,18
2012,155,3124,80,3323,61,0,29,58,4,11,18,21,16,30,20,11,2,6,13,22,62,5,13,12,16,12,15,13,7,6,4,19
2013,138,3143,90,3201,76,0,35,67,4,11,16,24,16,35,23,14,8,6,13,26,68,12,29,12,14,7,21,14,10,9,2,20
2013,138,3163,105,3225,37,0,42,69,11,22,10,13,12,33,28,6,14,8,7,14,53,8,26,1,2,6,17,9,21,4,3,11
2013,138,3166,61,3393,56,0,20,55,11,36,10,11,16,27,17,19,4,1,17,18,58,3,19,17,22,16,19,12,12,12,2,13
2013,138,3208,70,3285,50,0,28,61,5,17,9,12,13,24,15,11,7,8,17,17,58,6,17,10,16,21,22,11,20,7,4,12
2013,138,3235,72,3211,60,0,23,44,9,25,17,18,7,36,15,23,1,3,12,23,71,7,26,7,11,15,15,12,9,14,2,19
2013,138,3242,67,3160,52,0,28,61,5,14,6,6,9,33,16,19,5,7,19,16,63,3,11,17,25,18,24,8,15,13,6,16
2013,138,3268,72,3346,52,0,28,66,2,13,14,20,16,43,16,25,11,3,17,17,74,8,27,10,13,16,25,11,18,15,3,21
2013,138,3277,55,3265,47,0,20,51,9,24,6,6,7,23,15,9,4,1,10,16,41,8,16,7,8,1,24,8,12,5,2,10
2013,138,3304,73,3151,59,0,24,50,7,13,18,23,7,32,13,15,7,1,6,24,66,10,28,1,1,9,21,18,12,10,4,17
2013,138,3328,78,3141,73,0,25,53,9,19,19,22,11,37,15,24,5,5,14,26,84,8,33,13,19,23,19,10,7,12,4,16
2013,138,3376,74,3355,52,0,25,52,4,11,20,26,8,32,13,15,10,5,13,17,52,3,14,15,18,5,23,6,16,10,2,21
2013,138,3378,71,3403,70,0,25,60,6,18,15,21,11,34,17,16,5,4,22,21,61,7,20,21,29,13,27,15,13,8,1,20
2013,138,3397,83,3331,62,0,28,65,6,17,21,25,18,30,18,19,11,8,15,21,66,7,23,13,19,18,21,9,20,9,10,16
2013,138,3401,71,3455,45,0,26,55,3,10,16,18,14,27,22,12,4,3,13,18,55,3,17,6,8,9,16,7,12,6,3,16
2013,138,3417,66,3391,49,0,28,67,3,13,7,9,14,33,16,12,3,4,8,20,69,5,26,4,8,17,26,10,12,4,2,9
2013,138,3435,60,3386,54,0,22,59,2,12,14,22,18,29,13,15,4,1,18,19,55,1,15,15,17,8,24,12,11,5,3,19
2013,139,3124,82,3341,40,0,30,53,2,8,20,29,14,31,23,11,10,10,3,17,66,6,20,0,0,18,14,10,14,5,0,23
2013,139,3173,96,3385,90,2,39,79,10,22,8,12,12,29,17,16,8,3,21,33,72,5,10,19,21,10,31,17,17,8,6,17
2013,139,3174,66,3452,53,0,23,58,1,6,19,22,16,20,8,9,9,5,7,21,54,6,22,5,6,13,20,8,17,4,2,20
2013,139,3181,67,3214,51,0,28,62,5,14,6,8,18,26,21,18,10,4,10,20,63,4,18,7,11,19,17,8,17,6,2,11
2013,139,3199,60,3343,44,0,25,52,2,5,8,13,6,28,16,14,7,5,11,17,67,6,23,4,10,25,23,12,19,6,1,16
2013,139,3234,69,3274,53,0,23,58,5,11,18,25,14,23,13,16,10,2,20,18,60,3,19,14,26,24,28,8,24,9,2,21
2013,139,3246,61,3298,41,0,23,60,3,11,12,15,15,28,10,19,16,4,11,15,47,6,22,5,13,7,23,9,25,7,2,14
2013,139,3257,74,3292,49,0,30,63,2,12,12,22,11,25,19,8,18,3,15,18,52,8,25,5,10,14,28,11,24,4,5,18
2013,139,3261,75,3453,71,0,27,55,9,14,12,17,10,19,20,13,6,3,11,26,53,12,28,7,9,8,21,19,15,7,1,22
2013,139,3276,60,3437,52,0,22,46,5,11,11,13,7,32,13,15,5,1,11,21,62,6,26,4,6,10,18,13,7,8,2,16
2013,139,3314,59,3107,54,0,19,55,4,17,17,26,17,26,8,20,11,9,22,17,61,5,26,15,22,21,23,14,22,7,1,21
2013,139,3323,97,3404,64,0,38,67,2,11,19,20,20,29,26,10,10,6,14,24,55,8,21,8,13,5,9,9,14,6,3,13
2013,139,3329,73,3177,56,0,29,63,3,12,12,18,15,34,13,16,14,7,12,20,80,8,37,8,10,27,21,13,16,11,1,14
2013,139,3336,85,3142,55,0,34,72,4,9,13,18,17,35,15,13,7,7,15,19,68,2,12,15,21,16,24,9,13,7,2,16
2013,139,3345,77,3251,43,0,26,52,8,16,17,27,7,33,17,17,12,7,17,15,57,2,11,11,17,13,25,7,18,12,5,21
2013,139,3390,72,3409,56,0,29,55,5,13,9,14,8,32,14,12,3,5,10,21,63,4,17,10,14,12,19,6,7,10,0,12
2013,140,3143,82,3378,78,1,28,67,5,13,21,39,21,26,17,13,8,2,17,25,70,8,28,20,26,19,28,13,13,10,4,27
2013,140,3163,77,3435,44,0,32,59,3,12,10,12,14,20,19,12,11,5,13,17,45,1,8,9,14,10,14,9,23,3,1,14
2013,140,3208,65,3235,60,0,23,63,12,30,7,10,9,26,17,5,6,2,12,21,59,9,31,9,12,12,32,16,12,3,2,13
2013,140,3242,75,3376,69,0,29,63,5,10,12,18,17,26,14,15,7,6,17,27,72,2,8,13,22,26,21,9,13,9,4,15
2013,140,3268,74,3277,49,0,28,56,7,13,11,15,12,27,15,16,10,5,12,22,57,3,16,2,2,8,17,10,16,7,3,14
2013,140,3304,74,3401,63,0,26,57,8,19,14,15,11,28,18,13,6,4,10,28,61,6,14,1,2,6,21,14,14,5,7,15
2013,140,3328,85,3417,72,0,24,59,11,27,26,37,13,24,10,7,3,5,21,26,68,2,12,18,25,23,27,18,14,2,3,24
2013,140,3397,68,3166,52,0,23,47,6,10,16,19,8,21,13,14,13,5,11,18,56,4,22,12,13,17,18,11,19,6,0,16
2013,141,3124,85,3199,47,0,37,65,4,9,7,11,14,42,25,19,7,4,9,18,69,3,11,8,9,9,16,13,10,12,1,13
2013,141,3174,78,3314,69,0,25,59,2,9,26,32,20,23,8,9,5,4,13,24,61,7,19,14,20,17,18,16,11,7,6,24
2013,141,3181,68,3329,59,0,24,65,5,21,15,20,16,24,13,13,12,4,11,22,55,6,23,9,9,9,26,16,21,12,1,14
2013,141,3246,84,3173,70,0,32,68,8,24,12,16,13,21,12,16,12,2,23,21,47,4,13,24,30,8,24,12,23,9,2,15
2013,141,3257,76,3345,63,0,27,58,7,17,15,21,16,22,15,21,14,3,13,24,57,4,16,11,13,12,20,12,22,13,3,16
2013,141,3261,71,3336,66,0,27,58,4,9,13,17,11,22,13,14,8,4,13,27,63,3,12,9,13,16,22,12,15,10,1,19
2013,141,3323,74,3234,57,0,25,67,6,16,18,21,21,24,15,15,7,2,14,24,60,0,11,9,11,13,23,11,21,5,6,18
2013,141,3390,73,3276,40,0,28,52,12,25,5,6,10,25,14,11,2,4,13,14,48,3,16,9,9,9,13,10,12,5,1,3
2013,145,3143,73,3261,63,0,22,58,3,11,26,41,16,26,13,11,12,2,14,26,67,1,12,10,13,16,25,12,16,3,5,26
2013,145,3163,76,3268,50,0,32,67,6,20,6,7,13,28,14,8,10,7,8,19,61,6,14,6,9,14,22,7,16,2,4,9
2013,145,3208,61,3390,59,0,22,63,6,21,11,20,15,27,8,7,5,0,8,25,66,5,18,4,6,15,31,8,10,3,1,15
2013,145,3246,69,3174,62,0,25,62,7,24,12,19,18,17,9,11,10,2,18,21,53,1,6,19,20,16,24,7,19,4,1,21
2013,146,3181,53,3304,45,0,21,64,4,16,7,9,12,34,10,9,7,10,10,20,66,3,24,2,2,12,33,12,12,5,5,12
2013,146,3257,82,3124,81,0,27,55,16,25,12,16,6,24,10,20,6,1,24,28,65,6,17,19,26,17,24,12,15,12,3,12
2013,146,3323,93,3242,63,0,37,69,6,13,13,17,17,26,25,10,8,8,11,26,67,2,10,9,10,15,17,16,12,5,3,11
2013,146,3397,74,3328,59,0,29,67,4,15,12,18,14,33,14,13,11,4,18,23,75,5,29,8,12,22,28,4,17,6,2,14
2013,147,3143,65,3208,62,1,24,70,5,21,12,24,26,28,7,9,5,5,12,23,63,4,17,12,18,16,25,9,11,7,3,19
2013,147,3163,83,3246,53,0,29,56,4,11,21,23,7,34,12,18,11,10,18,19,62,4,16,11,15,11,22,9,21,9,5,20
2013,148,3257,86,3397,78,0,30,66,8,23,18,21,14,24,12,15,6,2,19,29,65,5,24,15,24,15,23,10,15,10,2,19
2013,148,3323,87,3181,76,0,29,63,9,16,20,30,15,25,25,14,10,4,17,28,63,4,10,16,23,16,24,11,21,11,6,24
2013,153,3163,83,3323,65,0,29,62,6,14,19,21,18,23,16,22,12,12,18,22,74,4,13,17,20,28,15,16,19,13,5,19
2013,153,3257,64,3143,57,0,21,47,8,21,14,19,6,20,12,14,8,4,13,26,59,4,15,1,7,17,21,8,19,8,2,19
2013,155,3163,93,3257,60,0,35,66,13,26,10,14,13,31,24,17,13,7,11,23,62,5,23,9,10,8,20,13,17,10,4,12
2014,138,3113,69,3435,61,0,29,47,6,14,5,9,11,22,20,19,2,1,24,22,46,3,10,14,27,12,8,14,11,6,0,16
2014,138,3124,87,3443,74,0,30,60,6,18,21,31,15,28,24,9,5,4,19,28,59,8,20,10,13,5,19,21,7,5,1,24
2014,138,3140,72,3301,57,0,26,58,7,19,13,18,14,38,13,16,4,15,17,20,73,7,27,10,14,17,20,11,7,11,2,17
2014,138,3143,64,3200,63,0,25,62,1,8,13,16,16,19,16,9,7,7,12,25,49,7,13,6,8,5,22,17,16,2,1,17
2014,138,3177,104,3328,100,0,36,67,11,23,21,26,17,22,20,16,8,5,21,34,73,12,33,20,21,18,17,13,15,7,7,21
2014,138,3181,87,3457,45,0,34,63,6,15,13,17,16,33,21,13,13,7,11,15,55,9,23,6,7,7,16,11,17,6,1,16
2014,138,3199,55,3235,44,0,21,46,4,13,9,14,8,36,10,25,11,3,15,15,59,7,38,7,9,10,20,12,19,12,4,18
2014,138,3246,106,3460,60,0,44,80,7,14,11,15,18,49,19,22,4,12,22,19,83,3,18,19,32,21,19,2,13,9,4,14
2014,138,3304,74,3201,55,0,25,68,7,19,17,19,15,31,17,11,7,3,12,21,59,4,18,9,14,7,28,8,14,7,3,19
2014,138,3323,93,3352,42,0,38,64,10,18,7,10,15,30,23,13,8,4,18,14,52,7,21,7,11,10,12,9,17,6,1,11
2014,138,3329,61,3195,60,1,24,65,6,22,7,14,12,36,20,15,8,2,15,22,65,7,29,9,16,9,34,13,12,11,6,13
2014,138,3345,84,3103,55,0,36,67,8,20,4,6,17,33,27,18,5,6,15,20,64,3,18,12,16,13,15,14,12,10,3,10
2014,138,3385,71,3425,68,0,21,54,2,8,27,33,13,28,10,19,5,4,28,20,60,4,12,24,31,15,24,11,13,9,2,26
2014,138,3390,81,3377,62,0,34,71,10,29,3,6,16,25,25,8,4,4,15,24,55,6,18,8,11,7,23,14,13,5,2,17
2014,138,3393,59,3151,53,0,17,54,1,15,24,31,19,33,5,9,3,1,15,21,61,7,27,4,14,15,21,14,9,2,3,21
2014,138,3397,70,3322,46,0,25,62,3,11,17,18,17,30,18,12,5,4,12,19,53,3,19,5,8,6,21,11,14,6,1,18
2014,139,3163,87,3341,44,0,32,58,11,22,12,17,9,43,25,18,7,7,15,16,64,6,27,6,13,8,20,9,11,6,1,13
2014,139,3196,83,3173,69,0,30,64,5,20,18,23,15,26,14,18,10,1,15,26,57,6,20,11,14,5,21,13,18,9,5,18
2014,139,3234,87,3265,65,0,32,56,12,25,11,15,9,32,19,17,3,1,20,24,58,8,30,9,15,6,17,11,13,4,1,18
2014,139,3241,72,3211,63,0,23,63,4,18,22,25,13,34,15,10,5,6,18,23,70,4,20,13,18,16,28,18,11,6,5,18
2014,139,3257,88,3225,42,0,39,68,6,14,4,7,12,30,18,9,11,1,13,17,48,4,18,4,10,5,18,8,18,4,4,10
2014,139,3261,98,3210,78,0,35,70,4,10,24,30,21,36,14,23,6,7,18,30,76,4,22,14,17,12,18,10,15,14,5,23
2014,139,3268,90,3119,52,0,35,65,7,13,13,18,18,29,20,11,7,4,13,19,51,9,27,5,9,7,15,8,18,4,2,17
2014,139,3277,91,3214,61,0,32,61,6,18,21,28,10,44,18,20,8,9,17,22,81,2,18,15,21,18,24,6,12,10,3,22
2014,139,3314,60,3404,58,0,20,58,3,18,17,23,15,26,9,11,4,5,19,18,47,7,22,15,21,5,25,12,11,4,1,16
2014,139,3333,55,3292,36,0,18,55,10,28,9,13,14,35,13,13,6,10,16,14,61,2,17,6,13,17,24,4,12,7,2,17
2014,139,3336,62,3455,56,0,26,59,3,11,7,15,17,29,11,15,4,3,16,18,54,7,23,13,14,7,22,10,8,3,2,20
2014,139,3376,73,3169,58,0,22,50,2,9,27,42,15,37,17,11,1,8,16,21,68,5,15,11,15,13,23,8,5,3,4,28
2014,139,3386,67,3208,57,0,26,56,5,10,10,14,13,25,12,11,6,2,13,22,65,6,17,7,12,19,20,13,11,7,1,16
2014,139,3400,79,3335,61,0,29,56,3,9,18,18,12,32,11,18,6,1,19,25,66,5,17,6,10,13,15,12,10,5,5,17
2014,139,3401,70,3315,55,0,27,70,2,7,14,20,21,28,18,12,11,11,17,17,55,5,15,16,20,10,26,10,16,7,5,19
2014,139,3452,76,3107,61,0,23,54,5,22,25,34,12,27,9,15,9,4,25,23,50,1,6,14,29,9,24,12,16,6,1,26
2014,140,3124,75,3143,56,0,27,63,5,16,16,20,15,26,24,14,10,7,14,22,56,2,9,10,14,10,24,12,18,6,6,20
2014,140,3140,80,3304,76,0,28,55,10,23,14,20,8,32,17,15,3,6,19,25,66,6,21,20,23,9,22,14,6,7,2,18
2014,140,3177,74,3181,65,0,24,60,14,33,12,17,12,20,19,15,12,5,15,27,58,2,6,9,19,17,26,11,21,9,8,15
2014,140,3246,64,3393,59,0,21,58,4,12,18,28,16,22,12,15,15,6,19,21,63,5,25,12,16,18,23,6,23,4,4,24
2014,140,3323,84,3113,67,0,28,57,3,6,25,32,17,22,19,22,9,4,22,21,56,3,14,22,26,13,18,5,22,9,1,27
2014,140,3329,73,3345,66,0,24,56,3,10,22,32,11,30,14,16,9,4,19,23,61,5,16,15,23,14,26,14,18,9,4,22
2014,140,3390,63,3199,44,0,23,47,5,19,12,15,3,29,18,12,7,2,12,18,58,3,20,5,9,12,23,10,15,7,1,14
2014,140,3397,67,3385,51,0,24,53,2,4,17,25,12,28,10,15,11,4,16,19,54,3,10,10,19,13,22,16,18,6,1,23
2014,141,3163,91,3386,52,0,35,63,10,20,11,12,17,29,19,8,5,6,11,22,63,6,16,2,2,12,11,12,6,3,4,14
2014,141,3257,83,3234,53,0,26,49,9,19,22,25,6,30,14,19,11,1,26,19,57,1,16,14,20,13,18,7,19,7,2,23
2014,141,3261,76,3452,67,0,27,70,2,11,20,22,24,31,12,18,7,9,19,19,63,5,22,24,32,19,21,12,13,11,5,22
2014,141,3268,69,3400,64,0,25,58,2,7,17,22,15,27,17,16,5,1,18,21,58,8,21,14,17,12,21,12,14,7,4,22
2014,141,3314,62,3277,53,0,23,63,2,10,14,16,11,30,9,19,13,5,19,17,54,4,16,15,22,12,28,11,24,8,6,13
2014,141,3336,83,3196,61,0,27,58,6,17,23,27,14,24,14,16,11,3,13,23,50,6,21,9,15,6,19,11,20,8,2,19
2014,141,3376,78,3333,69,0,20,54,4,6,34,43,16,29,10,9,6,2,18,25,65,10,30,9,18,17,23,15,14,5,7,31
2014,141,3401,85,3241,69,0,29,58,3,8,24,37,11,31,23,11,4,2,19,24,65,2,16,19,21,10,26,12,10,6,6,27
2014,145,3124,90,3246,72,0,32,67,4,10,22,27,15,32,23,9,6,4,17,24,69,3,12,21,26,16,23,10,8,5,4,25
2014,145,3163,70,3140,51,0,26,66,3,19,15,23,20,27,13,10,11,10,9,21,57,6,20,3,7,12,26,12,18,3,6,19
2014,145,3323,89,3329,72,0,34,67,3,8,18,26,15,31,18,12,8,10,13,29,71,4,14,10,12,13,23,15,13,7,6,22
2014,145,3401,84,3177,65,0,33,55,0,2,18,27,8,30,13,18,10,3,21,25,62,4,20,11,18,11,18,12,17,5,5,21
2014,146,3257,73,3261,47,0,25,63,12,30,11,16,10,36,21,10,4,4,19,16,67,1,9,14,19,19,29,2,12,7,2,17
2014,146,3268,73,3397,62,0,27,70,5,18,14,19,19,23,9,16,13,0,25,19,53,4,11,20,27,14,26,7,22,7,5,18
2014,146,3314,65,3376,58,0,24,58,4,14,13,18,11,24,11,12,7,4,15,23,61,4,12,8,10,13,22,12,13,5,5,19
2014,146,3390,82,3336,57,0,30,64,5,19,17,21,13,28,14,9,8,1,14,21,58,4,12,11,16,10,23,6,15,7,4,18
2014,147,3163,69,3401,54,0,27,56,7,18,8,9,7,30,20,10,5,10,13,24,68,2,9,4,9,17,23,9,9,4,2,12
2014,147,3323,88,3124,69,0,28,66,2,11,30,33,14,32,13,11,8,4,19,24,71,6,17,15,18,18,26,13,17,3,3,27
2014,148,3268,76,3257,73,0,23,54,5,20,25,28,8,30,10,25,13,3,17,27,69,8,24,11,13,13,23,15,21,18,1,21
2014,148,3390,74,3314,65,0,29,58,9,20,7,11,6,28,14,13,5,3,12,25,60,9,22,6,9,8,24,10,13,4,2,17
2014,153,3163,75,3390,56,0,27,54,4,15,17,24,10,25,15,8,10,5,10,21,55,6,25,8,10,10,23,14,13,5,2,16
2014,153,3323,87,3268,61,0,32,63,3,10,20,28,19,31,15,16,5,2,16,22,54,3,12,14,20,4,17,16,13,11,3,22
2014,155,3163,79,3323,58,0,34,73,4,19,7,15,22,32,25,15,5,6,12,22,62,6,19,8,10,9,22,15,13,7,4,14
2015,137,3116,57,3321,55,0,21,66,4,17,11,19,20,22,18,10,10,4,11,22,49,4,11,7,8,6,31,18,19,6,4,17
2015,137,3124,77,3322,36,0,30,61,2,7,15,20,14,39,23,5,5,8,5,14,59,6,33,2,2,6,20,12,8,2,1,11
2015,137,3143,78,3455,66,0,28,54,5,15,17,25,9,29,17,15,5,1,15,24,59,6,19,12,15,6,21,9,13,6,0,14
2015,137,3173,78,3235,66,0,28,58,5,14,17,26,7,29,10,7,7,6,20,23,60,7,28,13,18,7,28,12,12,3,1,20
2015,137,3177,79,3278,72,0,29,72,8,34,13,15,13,17,20,11,14,2,16,26,52,5,15,15,19,12,32,15,28,9,2,15
2015,137,3181,54,3107,52,0,20,45,7,12,7,15,13,34,13,27,8,11,13,19,63,4,15,10,14,14,17,14,14,16,1,17
2015,137,3211,82,3203,69,0,22,52,9,18,29,34,10,29,16,17,10,7,25,22,75,5,19,20,32,29,22,14,19,10,5,24
2015,137,3234,75,3110,67,0,25,51,9,16,16,18,5,21,14,9,6,2,10,24,55,12,28,7,8,10,22,18,14,7,4,15
2015,137,3246,97,3398,52,0,29,59,8,19,31,42,16,36,17,17,18,7,19,18,69,7,24,9,13,15,19,12,26,9,1,27
2015,137,3274,86,3449,80,0,27,61,7,12,25,40,12,34,9,4,4,3,19,28,69,10,29,14,19,10,30,17,6,2,1,23
2015,137,3280,57,3408,47,0,20,56,2,11,15,21,16,27,11,16,8,8,22,13,47,5,18,16,25,13,21,10,20,10,4,20
2015,137,3323,77,3285,43,0,33,53,2,8,9,17,6,32,20,14,10,5,12,19,62,2,21,3,5,12,20,11,17,7,3,17
2015,137,3333,74,3355,62,0,24,54,7,19,19,26,8,30,16,12,9,9,15,26,60,4,18,6,11,8,23,11,12,6,3,22
2015,137,3376,81,3366,48,0,34,53,3,11,10,15,12,21,23,15,10,5,20,17,51,2,9,12,19,14,10,4,15,8,2,17
2015,137,3393,72,3304,69,0,28,69,6,21,10,21,17,25,14,8,10,4,18,25,58,7,21,12,18,13,28,15,19,3,7,20
2015,137,3400,66,3443,64,0,28,59,1,13,9,13,16,33,15,19,2,3,15,21,64,12,33,10,15,9,19,13,9,6,3,13
2015,138,3113,74,3325,55,0,25,45,8,16,16,25,8,23,19,17,13,6,19,19,51,4,16,13,21,14,17,11,18,8,6,18
2015,138,3114,69,3401,60,0,25,55,6,13,13,20,12,24,20,9,6,2,14,22,58,2,8,14,17,14,22,13,12,4,6,20
2015,138,3163,89,3383,33,0,40,57,5,13,4,8,10,34,26,13,6,9,8,13,60,7,28,0,0,11,10,7,14,6,1,12
2015,138,3195,75,3329,67,0,28,62,11,32,8,14,5,27,13,7,6,2,14,23,62,8,15,13,14,12,32,10,14,3,2,11
2015,138,3199,91,3106,49,0,31,59,4,9,25,29,12,25,22,15,18,5,9,18,56,7,18,6,9,14,17,9,32,7,3,22
2015,138,3257,86,3140,53,0,28,61,3,15,27,34,12,21,19,12,24,6,19,21,48,1,11,10,14,7,23,10,30,4,2,23
2015,138,3268,75,3308,57,0,26,53,5,17,18,21,13,32,16,20,7,3,7,22,58,5,21,8,9,4,16,9,11,13,4,18
2015,138,3314,71,3251,65,0,28,57,4,9,11,20,9,26,18,15,10,7,20,24,69,3,18,14,23,24,28,8,16,7,0,20
2015,138,3326,90,3241,80,0,30,62,4,16,26,34,6,35,16,13,9,7,17,30,79,11,29,9,10,13,31,19,15,6,4,23
2015,138,3328,111,3346,84,0,40,72,13,29,18,24,15,33,27,13,5,2,25,23,66,12,29,26,33,13,19,11,11,7,1,21
2015,138,3338,51,3151,40,0,19,43,1,9,12,15,5,31,12,14,5,6,11,17,65,4,23,2,3,18,19,6,10,4,3,11
2015,138,3343,80,3453,70,0,25,55,9,16,21,26,17,32,18,19,3,2,12,27,66,8,27,8,10,8,14,17,7,8,2,21
2015,138,3353,79,3371,66,0,26,55,7,13,20,29,12,33,15,20,6,4,23,23,64,8,23,12,23,14,19,15,15,8,3,24
2015,138,3378,73,3261,64,0,24,65,3,17,22,29,19,26,13,13,9,7,13,26,67,3,13,9,12,16,26,10,16,10,5,21
2015,138,3390,73,3169,60,0,25,49,4,11,19,25,6,30,11,14,5,6,9,25,69,6,24,4,5,14,19,6,12,8,3,19
2015,138,3397,72,3129,61,0,26,62,5,13,15,21,18,28,17,13,8,3,14,23,57,9,25,6,7,7,21,13,13,7,3,16
2015,139,3124,73,3116,44,0,24,49,4,10,21,28,13,32,22,16,8,11,18,15,61,2,16,12,19,17,15,11,9,10,1,20
2015,139,3173,99,3246,94,0,30,53,11,18,28,31,5,37,16,24,1,9,31,33,76,4,13,24,38,15,19,12,5,11,4,25
2015,139,3181,64,3280,56,0,24,46,4,11,12,27,12,30,16,17,5,7,16,18,59,10,31,10,13,12,19,11,11,5,9,24
2015,139,3211,76,3333,64,0,29,58,2,9,16,21,15,22,10,13,11,2,14,21,51,9,27,13,20,11,19,13,18,8,4,19
2015,139,3234,88,3274,70,0,30,57,5,9,23,33,12,32,17,14,6,3,14,29,73,5,21,7,11,14,21,10,14,8,3,24
2015,139,3323,79,3177,67,0,29,64,7,15,14,18,15,36,19,18,8,6,10,25,70,10,34,7,9,10,22,15,12,6,2,17
2015,139,3376,97,3393,68,0,32,58,8,19,25,31,9,31,20,12,5,4,19,21,63,8,26,18,23,13,22,8,13,3,4,24
2015,139,3400,73,3143,70,0,28,59,1,8,16,22,9,26,15,14,9,3,18,24,60,11,25,11,16,12,22,16,20,6,1,17
2015,140,3113,57,3114,54,0,21,56,2,10,13,15,18,23,16,17,4,2,9,25,60,1,9,3,4,13,19,12,15,11,2,18
2015,140,3163,91,3353,55,0,32,66,11,24,16,22,16,37,23,16,9,5,10,25,73,1,9,4,6,11,19,7,14,5,2,17
2015,140,3199,65,3195,47,0,25,54,5,18,10,14,11,35,12,17,4,2,14,17,55,7,25,6,9,4,19,11,11,7,4,12
2015,140,3257,60,3378,52,0,22,66,4,11,12,14,20,25,13,11,8,7,17,17,48,7,17,11,13,7,25,9,16,5,8,15
2015,140,3268,85,3343,70,0,31,58,12,20,11,15,11,24,14,12,2,2,11,29,63,4,17,8,10,11,18,11,9,9,2,13
2015,140,3314,86,3326,84,0,34,73,8,17,10,16,13,32,19,16,6,4,19,32,69,5,20,15,16,6,28,14,12,11,1,16
2015,140,3390,86,3328,76,0,24,46,8,17,30,38,8,31,10,20,5,7,21,28,72,6,23,14,19,16,20,11,13,9,1,28
2015,140,3397,77,3338,67,0,27,67,5,13,18,24,21,25,17,13,5,3,13,25,58,4,13,13,19,9,20,8,12,8,6,19
2015,144,3124,81,3234,66,0,31,66,3,10,16,18,14,31,22,8,3,5,9,28,69,7,23,3,7,12,23,15,9,4,6,17
2015,144,3199,66,3113,65,0,28,57,3,6,7,12,12,18,10,20,11,3,18,21,43,5,12,18,22,6,20,12,23,11,2,15
2015,144,3323,81,3390,60,0,32,65,4,9,13,13,11,28,11,9,9,4,12,23,65,5,15,9,13,17,22,10,14,6,4,11
2015,144,3376,67,3314,65,0,20,46,7,16,20,28,8,29,14,15,4,5,17,23,62,4,13,15,20,13,23,9,9,8,4,22
2015,145,3163,105,3400,54,0,39,70,13,31,14,15,14,28,22,6,13,10,14,22,64,3,13,7,10,17,18,13,18,2,5,14
2015,145,3173,82,3257,66,0,27,53,2,10,26,30,10,31,8,19,5,7,19,23,73,1,15,19,23,22,17,11,11,10,2,24
2015,145,3268,65,3181,55,0,23,52,8,19,11,13,11,22,17,13,4,2,10,21,50,3,9,10,10,6,18,8,14,8,1,15
2015,145,3397,73,3211,69,1,23,71,6,19,21,22,21,22,8,11,5,3,18,28,61,4,9,9,13,15,28,14,17,5,7,21
2015,146,3323,77,3124,68,0,30,63,5,7,12,24,16,27,16,11,6,7,12,29,69,3,9,7,9,14,24,19,11,8,1,18
2015,146,3376,80,3199,74,0,30,49,2,5,18,27,7,21,14,12,6,5,18,25,59,8,16,16,21,16,17,13,12,4,1,26
2015,147,3163,91,3173,70,0,34,69,9,20,14,19,18,23,13,10,7,5,10,28,62,10,19,4,5,10,21,12,16,4,5,16
2015,147,3268,58,3397,48,0,21,53,5,12,11,13,11,30,11,13,3,5,10,22,68,4,22,0,1,17,23,9,11,8,4,16
2015,153,3163,81,3268,58,0,29,54,8,22,15,18,10,25,17,9,5,7,13,24,59,5,19,5,6,11,17,13,13,4,1,17
