Season,DayNum,WTeamID,WScore,LTeamID,LScore,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2015,153,3323,66,3376,65,0,26,64,2,5,12,14,10,27,16,10,7,6,17,28,65,2,12,7,16,16,29,13,13,7,6,13
2015,155,3163,63,3323,53,0,25,61,8,23,5,7,11,23,13,12,10,6,10,21,63,3,11,8,8,19,26,11,17,5,4,9
2016,137,3107,61,3196,59,0,25,50,1,4,10,16,6,22,12,20,11,2,20,19,54,3,19,18,25,18,21,11,25,10,3,19
2016,137,3113,74,3308,52,0,30,57,7,15,7,10,10,24,18,18,13,4,18,19,56,4,20,10,14,14,18,5,21,10,3,18
2016,137,3120,68,3385,57,0,27,58,3,12,11,22,15,19,17,17,13,4,17,22,46,5,10,8,13,7,21,11,25,4,0,19
2016,137,3124,89,3225,59,0,37,74,9,22,6,9,18,36,27,12,4,9,8,24,72,9,43,2,5,13,18,14,9,5,1,9
2016,137,3177,97,3241,67,0,37,69,11,21,12,20,15,40,24,12,5,2,19,22,72,4,17,19,28,16,23,7,7,5,6,19
2016,137,3243,56,3203,51,0,21,55,4,16,10,21,9,24,18,15,7,10,23,15,58,0,10,21,27,19,31,12,21,4,11,20
2016,137,3257,87,3146,60,0,34,62,3,10,16,21,11,30,22,10,7,6,14,23,70,7,20,7,10,18,20,14,11,3,1,17
2016,137,3277,74,3125,60,0,31,66,5,13,7,10,12,27,10,10,5,3,15,22,56,6,18,10,14,7,25,12,9,4,2,12
2016,137,3280,60,3151,50,0,21,63,3,12,15,20,24,20,10,17,6,4,19,20,51,2,13,8,9,8,21,9,19,6,2,18
2016,137,3326,88,3138,69,0,33,63,8,17,14,26,9,36,19,15,6,10,19,22,74,9,28,16,22,19,28,11,16,4,2,24
2016,137,3333,73,3407,31,0,29,69,5,23,10,16,14,51,24,18,11,8,5,12,74,3,22,4,9,12,30,6,14,7,5,18
2016,137,3376,77,3239,41,0,29,64,3,15,16,24,14,30,13,10,14,4,10,14,50,4,12,9,9,5,25,6,21,4,5,23
2016,137,3382,65,3329,54,0,23,46,6,16,13,18,5,28,12,18,10,2,23,15,44,6,15,18,29,6,22,12,17,6,4,18
2016,137,3393,73,3119,56,0,25,70,6,30,17,22,23,23,9,14,12,6,22,20,55,6,22,10,18,16,23,15,23,11,4,23
2016,137,3397,59,3453,53,0,21,55,3,12,14,19,10,28,13,10,4,3,16,20,60,3,17,10,12,14,26,6,11,7,1,18
2016,137,3452,74,3343,65,0,24,61,6,22,20,25,11,27,14,9,9,8,15,26,61,5,18,8,11,9,28,11,13,3,5,23
2016,138,3163,101,3352,49,0,33,59,10,18,25,27,11,23,20,12,21,5,9,18,47,9,20,4,6,7,16,10,29,5,2,20
2016,138,3182,97,3371,76,0,34,70,9,21,20,23,14,29,19,15,10,3,12,29,72,11,32,7,8,14,23,13,19,10,6,19
2016,138,3199,72,3292,55,0,27,55,5,10,13,19,14,27,15,21,11,3,18,22,53,2,12,9,12,6,16,16,17,8,2,18
2016,138,3231,62,3208,58,0,21,53,4,14,16,26,8,29,10,14,6,3,12,25,64,7,24,1,5,11,29,20,17,3,7,21
2016,138,3246,85,3421,31,0,33,66,8,16,11,14,15,35,17,10,8,7,11,13,63,3,25,2,5,14,17,4,15,4,3,17
2016,138,3268,74,3233,58,0,28,48,3,6,15,19,10,32,17,19,9,1,14,21,65,10,30,6,7,13,12,12,11,9,1,17
2016,138,3281,78,3140,69,0,25,44,5,15,23,28,5,25,15,19,6,0,23,25,53,4,17,15,18,4,16,6,14,8,2,30
2016,138,3323,95,3299,61,0,34,58,6,12,21,29,11,35,29,21,9,4,21,22,67,7,23,10,23,16,16,13,19,14,0,24
2016,138,3328,61,3345,45,0,22,51,6,16,11,14,6,33,11,16,6,13,13,18,64,4,11,5,13,16,23,11,13,5,3,13
2016,138,3355,74,3274,71,0,25,58,8,18,16,27,14,36,12,22,7,3,17,28,76,6,21,9,16,17,22,13,10,14,6,22
2016,138,3378,48,3161,45,0,18,60,3,18,9,14,14,26,8,7,5,1,10,19,53,6,19,1,2,7,30,11,13,4,3,17
2016,138,3390,85,3362,58,0,31,60,8,19,15,19,14,35,20,17,4,7,21,20,61,2,14,16,24,7,15,10,10,5,3,24
2016,138,3400,86,3106,42,0,32,69,6,19,16,20,16,34,13,11,11,7,14,12,54,6,17,12,16,9,20,9,17,3,2,22
2016,138,3401,74,3283,65,0,29,63,3,5,13,19,18,37,11,24,2,7,18,24,71,6,19,11,20,15,20,10,12,14,2,18
2016,138,3417,66,3218,50,0,26,59,3,8,11,16,11,31,15,18,8,8,25,12,60,4,23,22,30,20,25,11,17,6,4,19
2016,138,3449,65,3335,53,0,25,66,7,25,8,14,13,27,16,6,11,3,10,20,55,7,23,6,8,8,30,14,17,2,6,11
2016,139,3124,84,3120,52,0,30,64,6,20,18,21,13,35,25,13,12,11,13,20,68,3,19,9,12,14,22,12,15,5,1,20
2016,139,3177,73,3257,72,0,25,53,8,18,15,23,8,21,14,9,2,2,18,29,61,7,18,7,12,13,24,14,11,6,1,22
2016,139,3280,74,3277,72,0,23,60,7,21,21,28,16,21,12,16,10,4,25,21,47,6,11,24,31,9,24,11,21,8,2,26
2016,139,3326,88,3452,81,0,26,70,10,19,26,33,13,24,9,9,10,5,11,31,65,9,22,10,13,13,33,13,27,1,11,22
2016,139,3333,69,3382,40,0,25,60,8,26,11,19,17,31,14,8,2,5,11,14,55,4,13,8,10,11,22,9,9,3,4,17
2016,139,3376,73,3243,47,0,26,60,6,22,15,26,18,29,11,11,9,6,15,18,56,2,14,9,13,12,20,9,16,7,2,19
2016,139,3393,76,3107,59,0,22,56,8,27,24,35,11,26,13,17,11,3,18,18,54,2,11,21,32,15,28,14,23,10,1,22
2016,139,3397,75,3113,64,0,29,56,1,4,16,18,11,25,11,12,8,3,18,23,59,8,20,10,12,13,17,15,13,6,1,22
2016,140,3163,97,3182,51,0,37,72,10,22,13,18,19,32,18,9,7,7,9,19,65,9,30,4,6,13,18,8,14,4,1,14
2016,140,3199,74,3401,56,0,26,65,6,20,16,18,18,26,13,14,8,3,15,24,62,3,13,5,6,12,23,14,16,4,5,22
2016,140,3246,79,3328,58,0,22,58,6,13,29,38,11,30,12,10,3,8,17,18,66,6,22,16,19,17,23,11,13,4,5,26
2016,140,3323,87,3231,70,0,34,62,4,10,15,18,11,19,18,14,10,5,14,27,57,7,16,9,11,10,18,16,20,8,3,21
2016,140,3390,66,3355,65,0,25,56,6,18,10,22,11,27,18,11,5,7,13,26,63,6,16,7,13,12,22,11,7,6,3,19
2016,140,3400,73,3281,55,0,30,73,8,19,5,11,21,26,20,13,12,3,19,16,51,8,28,15,17,9,24,10,18,7,3,17
2016,140,3417,72,3378,67,0,27,69,5,13,13,21,21,30,15,14,10,3,19,23,67,6,18,15,17,16,26,7,14,6,1,18
2016,140,3449,74,3268,65,0,23,59,8,29,20,22,7,33,12,12,11,2,10,25,67,10,28,5,5,9,29,13,15,9,2,17
2016,144,3390,90,3323,84,0,33,59,11,20,13,18,9,19,22,7,4,3,13,34,69,4,6,12,13,15,19,15,8,2,4,18
2016,144,3393,80,3376,72,0,29,76,8,23,14,21,24,23,7,10,5,3,15,28,63,8,32,8,14,15,27,21,18,8,5,23
2016,144,3397,78,3326,62,0,31,62,2,7,14,18,17,36,21,18,4,1,12,22,67,8,30,10,13,10,16,10,7,12,3,20
2016,144,3449,85,3246,72,0,33,67,11,28,8,16,5,37,16,7,4,4,13,32,80,5,21,3,9,13,31,13,7,3,1,18
2016,145,3124,78,3199,58,0,28,58,5,9,17,24,12,26,17,17,10,7,18,21,60,6,14,10,18,16,22,12,21,10,5,24
2016,145,3163,98,3280,38,0,37,59,6,14,18,24,10,34,26,10,12,9,12,18,63,0,14,2,7,14,15,10,18,6,0,19
2016,145,3333,83,3177,71,0,33,65,10,25,7,10,17,25,22,10,7,4,15,27,66,11,27,6,9,14,17,18,8,9,1,13
2016,145,3400,72,3417,64,0,27,66,3,10,15,20,14,32,10,17,8,2,23,19,63,2,14,24,32,16,24,9,14,9,5,21
2016,146,3393,89,3397,67,0,32,69,14,30,11,17,15,19,13,7,13,3,19,24,61,6,22,13,19,22,24,15,21,4,3,17
2016,146,3449,85,3390,76,0,29,59,8,19,19,22,5,32,12,9,5,8,16,25,73,14,33,12,13,17,22,16,10,3,1,20
2016,147,3163,86,3400,65,0,31,55,12,21,12,14,6,23,24,13,4,5,8,26,64,8,25,5,8,16,18,13,14,10,2,19
2016,147,3333,60,3124,57,0,19,47,7,18,15,18,12,27,13,19,3,6,15,25,65,1,5,6,14,17,16,10,8,11,5,17
2016,153,3163,80,3333,51,0,34,60,9,17,3,5,9,24,19,10,8,5,13,18,54,6,19,9,9,12,19,8,18,5,6,15
2016,153,3393,80,3449,59,0,30,71,12,33,8,11,17,29,17,10,11,4,12,20,52,11,25,8,10,4,24,15,18,5,6,16
2016,155,3163,82,3393,51,0,28,54,6,19,20,23,11,32,22,17,5,4,10,22,62,2,19,5,10,11,16,6,12,7,2,19
2017,137,3113,73,3277,61,0,28,57,8,18,9,12,9,22,21,10,6,1,19,22,45,6,13,11,16,4,21,8,17,2,2,20
2017,137,3166,76,3405,49,0,26,55,10,23,14,19,9,33,15,11,7,6,19,20,62,2,10,7,13,12,21,10,10,6,2,20
2017,137,3177,88,3320,67,0,36,68,11,24,5,8,15,25,21,16,4,3,21,22,55,4,16,19,24,10,19,9,12,5,4,11
2017,137,3199,87,3442,66,0,35,69,2,9,15,22,19,35,14,19,11,7,16,23,61,11,24,9,15,6,17,12,16,10,1,17
2017,137,3246,73,3125,70,0,26,56,7,15,14,19,10,18,18,7,4,2,12,27,59,9,20,7,9,11,22,14,13,2,4,20
2017,137,3268,103,3137,61,0,42,72,4,11,15,22,17,23,22,5,13,5,15,20,54,5,22,16,19,12,18,10,20,3,1,18
2017,137,3280,110,3407,69,0,36,82,12,22,26,39,27,34,22,21,11,7,21,25,80,5,31,14,20,23,25,16,28,5,2,29
2017,137,3281,66,3378,64,0,24,55,8,24,10,12,13,23,10,14,3,5,21,20,53,8,17,16,22,14,19,11,11,5,2,17
2017,137,3301,62,3120,48,0,20,53,7,28,15,15,10,36,9,20,3,1,19,15,61,2,17,16,20,12,20,8,10,10,3,21
2017,137,3323,79,3352,49,0,32,61,4,12,11,13,15,37,17,16,6,7,15,17,64,7,24,8,8,8,15,7,9,8,1,14
2017,137,3326,70,3443,63,0,27,63,8,20,8,15,10,33,21,19,4,9,21,22,76,9,37,10,15,18,26,9,11,7,7,19
2017,137,3333,56,3253,55,0,23,53,2,16,8,11,13,31,15,13,6,10,8,20,59,10,18,5,7,9,20,11,8,6,2,20
2017,137,3345,74,3453,62,0,21,41,6,12,26,30,10,29,14,23,8,5,16,23,70,10,36,6,7,18,9,14,12,11,5,25
2017,137,3376,90,3421,40,0,37,65,4,18,12,16,17,28,20,5,10,3,15,15,58,5,15,5,8,13,13,6,14,2,1,14
2017,137,3400,78,3146,50,0,31,60,4,8,12,18,20,35,13,21,4,11,18,20,63,3,8,7,10,11,12,4,10,7,0,15
2017,137,3452,75,3189,62,0,27,57,8,17,13,15,6,32,20,11,5,0,15,24,61,4,15,10,13,6,23,12,13,6,1,15
2017,138,3124,119,3411,30,0,48,76,9,18,14,17,18,42,35,14,8,11,14,8,58,4,20,10,15,8,11,5,21,3,2,17
2017,138,3143,55,3261,52,0,20,45,7,18,8,9,9,26,15,20,3,6,13,21,63,2,8,8,14,19,16,11,9,7,3,12
2017,138,3163,116,3107,55,0,43,69,13,26,17,20,12,32,34,10,12,7,14,21,65,4,22,9,12,14,15,11,19,3,1,17
2017,138,3181,94,3214,31,0,34,55,4,8,22,25,9,39,23,19,17,9,15,12,66,3,24,4,12,15,12,6,21,14,0,22
2017,138,3243,67,3179,54,0,26,55,8,21,7,10,14,27,21,19,11,5,11,19,52,7,24,9,14,9,17,14,17,13,1,13
2017,138,3257,82,3151,62,0,36,59,7,12,3,8,9,25,28,12,8,2,19,21,56,10,27,10,12,12,17,11,15,4,1,13
2017,138,3274,62,3195,60,0,22,52,1,14,17,20,11,30,8,20,6,3,16,24,64,9,34,3,6,9,17,14,12,6,1,21
2017,138,3328,75,3211,62,0,23,53,10,23,19,21,7,28,10,17,5,11,18,24,71,3,18,11,15,19,25,13,13,7,3,19
2017,138,3332,71,3396,70,0,30,67,4,16,7,13,16,24,16,10,6,7,9,29,71,4,16,8,11,17,24,13,10,6,0,11
2017,138,3346,68,3266,65,0,28,53,3,13,9,14,3,23,20,12,8,4,14,25,58,4,11,11,13,9,24,14,14,6,0,14
2017,138,3390,72,3308,64,0,26,62,8,21,12,14,17,22,18,16,12,12,15,22,52,8,16,12,17,10,20,11,17,7,1,15
2017,138,3393,85,3235,65,0,28,67,15,29,14,18,15,26,18,12,14,3,16,24,63,8,27,9,12,14,25,15,18,6,4,13
2017,138,3397,66,3173,57,0,22,52,0,5,22,33,10,33,9,9,6,4,12,21,65,4,20,11,14,12,27,11,8,3,2,22
2017,138,3401,63,3335,61,0,20,66,3,11,20,26,21,24,12,7,8,1,15,23,53,7,20,8,10,8,26,17,12,3,4,18
2017,138,3417,83,3129,56,0,32,55,10,17,9,18,9,28,24,13,11,7,14,21,70,7,29,7,8,22,17,7,16,3,1,12
2017,138,3449,91,3286,63,0,31,76,7,29,22,27,15,36,8,6,9,4,16,22,68,7,34,12,14,10,30,10,14,4,3,24
2017,139,3199,77,3281,55,0,24,52,7,14,22,30,9,26,11,17,12,2,17,21,56,5,20,8,10,10,19,10,23,9,1,27
2017,139,3268,83,3452,56,0,34,65,8,14,7,12,15,24,16,14,13,5,17,20,63,3,10,13,16,18,20,10,18,6,6,16
2017,139,3280,92,3177,71,0,31,63,4,12,26,30,16,32,14,11,7,1,17,27,66,10,29,7,11,9,17,15,12,3,2,28
2017,139,3323,88,3345,82,1,34,72,6,12,14,17,15,26,21,11,9,3,18,30,68,5,15,17,21,13,26,20,11,5,5,16
2017,139,3326,82,3246,68,0,33,73,6,23,10,18,11,32,20,6,7,10,19,25,73,3,17,15,19,17,33,12,12,2,5,15
2017,139,3333,64,3166,52,0,26,61,4,15,8,12,15,30,14,10,2,6,10,22,60,2,10,6,9,10,22,6,6,3,2,13
2017,139,3376,71,3113,68,0,22,50,4,12,23,28,7,22,11,12,10,5,20,24,59,5,11,15,20,14,22,14,15,8,0,23
2017,139,3400,84,3301,80,0,30,66,5,13,19,23,15,26,11,19,3,8,25,26,58,2,11,26,29,7,21,4,14,7,0,27
2017,140,3124,86,3143,46,0,34,71,6,17,12,19,14,33,28,13,13,4,11,17,58,3,13,9,11,9,27,9,24,3,1,16
2017,140,3163,94,3393,64,0,33,53,12,23,16,20,25,32,30,10,8,4,9,26,60,8,20,4,5,9,16,8,9,5,0,15
2017,140,3257,75,3397,64,0,29,66,7,16,10,16,8,3,16,11,6,1,21,20,60,5,18,19,27,12,31,11,13,4,4,18
2017,140,3332,74,3181,65,0,26,58,9,26,13,19,10,23,20,12,6,4,11,26,67,2,15,11,14,17,24,15,13,9,7,18
2017,140,3346,85,3274,78,0,28,60,15,26,14,20,9,25,24,13,6,5,23,27,64,5,11,19,27,13,26,14,11,8,5,20
2017,140,3390,69,3243,48,0,26,57,8,19,9,12,12,27,23,14,8,3,17,19,49,4,15,6,11,5,20,12,15,3,1,10
2017,140,3417,75,3401,43,0,30,53,10,24,5,8,8,24,23,9,8,6,10,18,58,2,14,5,8,18,15,6,14,5,1,12
2017,140,3449,108,3328,82,0,36,63,18,30,18,28,11,23,20,8,4,6,16,32,69,12,26,6,8,13,17,14,12,3,5,22
2017,144,3124,97,3257,63,0,35,70,6,18,21,26,17,35,15,10,7,6,18,21,70,7,21,14,18,16,20,9,12,3,2,20
2017,144,3280,75,3449,64,0,31,75,3,16,10,12,21,28,17,7,4,9,17,24,62,8,22,8,11,10,24,8,10,3,2,14
2017,144,3323,99,3326,76,0,34,65,12,24,19,20,10,32,23,11,4,1,14,30,71,9,24,7,10,10,20,23,12,4,2,17
2017,144,3390,77,3400,66,0,25,59,7,22,20,30,13,28,17,14,4,3,17,26,65,4,13,10,15,10,25,19,9,4,5,24
2017,145,3163,86,3417,71,0,30,54,9,20,17,26,12,28,20,14,2,3,13,26,68,9,27,10,14,14,18,14,6,8,2,24
2017,145,3199,66,3333,53,0,27,66,0,5,12,16,11,24,9,9,16,2,12,20,55,2,17,11,13,11,31,11,23,4,8,18
2017,145,3332,77,3268,63,0,28,61,6,15,15,16,13,18,14,17,11,1,15,26,57,0,6,11,17,14,18,9,21,11,7,20
2017,145,3376,100,3346,58,0,36,59,10,16,18,19,10,25,21,13,8,4,12,22,51,6,13,8,10,5,13,11,17,6,2,19
2017,146,3280,94,3124,85,1,32,74,10,20,20,24,13,21,14,4,6,3,19,32,60,5,15,16,22,10,30,16,17,1,10,19
2017,146,3390,76,3323,75,0,28,59,12,26,8,10,7,26,22,11,3,7,12,29,65,6,21,11,15,8,24,11,4,7,1,12
2017,147,3163,90,3332,52,0,36,66,7,19,11,15,12,24,21,6,16,6,7,22,52,5,10,3,4,6,20,12,22,2,5,12
2017,147,3376,71,3199,64,0,26,45,3,10,16,20,2,29,8,18,7,5,11,26,71,2,15,10,13,18,18,12,11,10,1,18
2017,151,3280,66,3163,64,1,25,67,6,22,10,13,14,23,11,14,8,1,23,20,46,7,15,17,25,6,25,11,17,4,8,15
2017,151,3376,62,3390,53,0,23,63,3,13,13,21,20,23,10,14,6,5,11,23,62,4,14,3,5,16,25,13,16,8,5,16
2017,153,3376,67,3280,55,0,25,55,0,3,17,22,13,27,7,11,6,8,14,19,55,2,12,15,18,9,18,8,10,4,3,19
2018,137,3124,96,3212,46,0,37,71,5,13,17,24,23,37,21,13,10,11,11,17,67,5,26,7,11,13,13,7,16,7,2,16
2018,137,3177,90,3328,79,0,30,58,12,24,18,25,7,34,26,15,6,3,23,25,61,4,19,25,33,9,24,15,12,9,2,19
2018,137,3257,74,3129,42,0,30,62,2,10,12,17,12,39,18,17,8,3,16,14,59,4,30,10,16,9,21,7,16,6,2,19
2018,137,3266,84,3173,65,0,30,68,12,26,12,18,14,22,15,10,11,2,20,22,57,3,13,18,23,15,27,5,19,4,3,18
2018,137,3268,77,3343,57,0,28,60,7,14,14,18,16,27,16,16,7,0,18,20,53,4,20,13,16,7,18,15,16,8,4,18
2018,137,3276,75,3294,61,0,28,49,2,4,17,23,8,25,11,19,6,2,16,21,50,6,19,13,15,4,14,13,17,8,3,20
2018,137,3278,89,3453,77,0,27,59,10,18,25,29,9,24,11,9,8,1,14,28,71,9,29,12,16,18,21,21,12,4,4,24
2018,137,3301,62,3189,35,0,22,52,7,17,11,17,7,35,10,13,8,5,16,12,51,5,16,6,16,9,27,8,17,7,3,16
2018,137,3323,99,3169,81,0,40,73,9,17,10,14,15,21,28,8,12,1,7,35,66,9,20,2,3,11,20,23,16,6,7,15
2018,137,3332,88,3370,45,0,37,70,5,17,9,11,13,32,23,9,9,4,11,20,62,1,19,4,4,7,19,8,13,3,0,14
2018,137,3333,82,3443,58,0,26,57,10,23,20,24,14,34,19,12,2,3,15,20,61,8,22,10,16,8,19,9,6,7,3,18
2018,137,3376,63,3299,52,0,20,52,4,12,19,22,8,34,7,19,9,8,13,17,58,7,17,11,16,9,23,10,13,10,3,17
2018,137,3397,100,3251,60,0,37,60,4,12,22,36,11,34,24,18,10,4,16,23,66,6,21,8,13,11,18,12,21,6,0,27
2018,137,3401,89,3179,76,0,36,68,7,16,10,11,9,21,19,11,14,0,6,33,62,8,24,2,3,7,22,29,18,4,2,17
2018,137,3437,81,3355,74,1,25,61,16,38,15,25,11,30,18,9,2,3,19,27,57,3,16,17,22,4,30,13,9,6,5,21
2018,137,3438,68,3143,62,0,26,66,7,19,9,10,12,19,20,6,8,5,12,25,56,7,17,5,8,10,28,14,15,4,5,20
2018,138,3113,73,3304,62,0,23,60,4,19,23,31,21,28,9,11,6,3,17,19,51,8,25,16,24,8,19,6,9,3,5,21
2018,138,3138,102,3378,79,0,33,62,14,27,22,24,11,21,17,12,6,4,13,32,63,7,23,8,9,10,19,11,16,4,0,21
2018,138,3141,78,3261,69,0,28,56,7,19,15,17,14,26,13,12,2,1,14,28,69,2,14,11,12,14,13,10,2,6,3,15
2018,138,3163,140,3384,52,0,59,91,8,19,14,19,15,54,38,10,12,4,7,18,81,10,57,6,8,10,20,9,18,6,3,17
2018,138,3166,76,3234,70,0,25,58,9,24,17,25,10,18,16,7,4,5,15,26,56,3,12,15,17,12,27,17,14,2,3,20
2018,138,3181,72,3125,58,0,23,55,4,14,22,28,14,22,13,8,9,4,15,21,54,11,28,5,10,13,21,13,17,2,4,22
2018,138,3195,80,3281,70,0,25,51,7,17,23,37,7,25,12,9,5,0,26,21,52,4,24,24,28,8,28,13,16,6,3,30
2018,138,3199,91,3114,49,0,35,60,3,9,18,29,15,27,12,11,9,2,14,17,47,3,11,12,14,4,16,8,16,2,0,22
2018,138,3208,68,3273,63,0,24,53,1,3,19,23,12,33,18,17,4,2,20,21,66,4,13,17,22,15,19,11,9,9,3,19
2018,138,3280,95,3311,50,0,31,62,9,19,24,30,14,37,18,16,5,4,12,18,65,6,25,8,10,9,20,8,14,6,2,26
2018,138,3326,87,3203,45,0,33,59,5,14,16,21,13,38,20,14,7,6,10,18,66,5,23,4,6,10,16,8,11,9,1,16
2018,138,3329,84,3393,57,0,29,62,13,23,13,18,13,32,18,14,8,1,10,21,63,12,35,3,7,12,20,11,17,4,3,16
2018,138,3346,86,3274,72,0,28,61,10,31,20,25,12,20,16,14,8,4,22,27,60,2,7,16,28,17,23,11,17,7,3,25
2018,138,3390,82,3211,68,0,30,59,11,22,11,20,17,25,16,18,8,8,21,23,56,5,17,17,19,9,18,8,14,10,1,18
2018,138,3400,83,3263,54,0,34,55,6,8,9,10,10,33,19,20,4,2,15,20,55,3,19,11,14,3,9,6,11,8,2,12
2018,138,3417,71,3110,60,0,26,60,8,15,11,14,11,22,20,8,9,3,14,24,56,9,23,3,8,12,24,19,15,4,3,12
2018,139,3124,80,3276,58,0,32,71,3,8,13,21,21,28,19,9,12,9,8,23,59,8,20,4,5,9,21,12,19,2,2,14
2018,139,3257,90,3266,72,0,40,63,4,13,6,7,10,32,27,15,3,6,15,28,68,6,22,10,17,12,14,15,7,7,1,14
2018,139,3301,74,3268,60,0,25,56,7,14,17,27,12,27,12,14,7,2,16,22,59,0,5,16,23,13,22,7,13,8,4,25
2018,139,3323,98,3437,72,0,36,69,3,8,23,28,19,29,13,7,5,3,14,25,54,10,20,12,21,4,15,8,9,5,2,20
2018,139,3332,101,3278,73,0,39,64,11,22,12,17,11,31,27,11,7,6,10,28,66,12,28,5,8,7,14,20,9,4,0,16
2018,139,3333,66,3397,59,0,21,46,5,19,19,23,6,31,13,13,5,4,12,24,71,5,22,6,10,17,22,13,8,8,1,19
2018,139,3376,66,3438,56,0,23,54,5,13,15,23,11,30,16,10,6,5,16,18,57,7,20,13,18,11,20,10,11,4,4,18
2018,139,3401,80,3177,79,0,26,66,7,15,21,29,20,26,7,9,4,2,9,30,67,12,31,7,9,10,24,24,7,3,2,21
2018,140,3138,86,3199,65,0,27,57,5,21,27,30,14,22,10,16,10,3,18,23,68,3,25,16,22,22,15,11,17,7,1,24
2018,140,3141,95,3326,78,0,28,62,14,27,25,27,13,33,14,12,5,3,17,29,73,11,29,9,14,14,21,14,12,9,5,19
2018,140,3163,71,3346,46,0,26,44,6,12,13,14,5,28,18,13,3,6,14,17,56,4,24,8,9,7,14,9,7,7,1,14
2018,140,3181,66,3208,40,0,25,50,4,11,12,15,10,33,10,21,11,3,11,16,68,1,17,7,14,21,18,8,16,10,7,15
2018,140,3280,71,3329,56,0,28,67,3,10,12,15,13,28,12,6,4,2,13,20,51,5,17,11,13,4,27,12,12,2,6,17
2018,140,3390,90,3195,70,0,31,61,9,17,19,26,16,36,17,18,7,7,14,24,65,17,47,5,6,4,14,18,10,6,1,22
2018,140,3400,85,3113,65,0,37,60,3,10,8,10,10,30,14,17,1,1,21,23,59,4,14,15,20,5,14,13,9,6,0,15
2018,140,3417,86,3166,64,0,30,62,8,19,18,23,15,22,15,10,12,4,19,21,51,11,27,11,12,7,20,18,18,1,1,21
2018,144,3257,86,3390,59,0,33,64,6,17,14,18,14,20,17,11,9,2,12,23,53,5,16,8,11,10,19,11,19,7,5,15
2018,144,3280,71,3301,57,0,28,53,3,11,12,13,5,23,14,9,4,7,16,20,52,3,11,14,20,10,20,7,12,2,4,11
2018,144,3333,72,3124,67,0,24,53,9,20,15,19,8,30,19,14,4,3,15,28,71,3,17,8,11,15,22,20,9,7,7,15
2018,144,3417,84,3400,75,0,35,69,3,11,11,20,12,26,13,15,12,2,14,32,63,7,16,4,8,7,27,18,21,9,1,17
2018,145,3163,72,3181,59,0,28,62,8,21,8,16,15,26,18,12,8,7,11,23,60,5,16,8,10,10,22,12,10,11,2,13
2018,145,3323,90,3401,84,0,37,70,10,18,6,8,13,27,26,9,5,3,15,33,71,7,15,11,20,17,20,17,10,3,6,14
2018,145,3332,83,3141,69,0,34,69,9,26,6,10,16,30,19,8,3,11,13,28,78,7,27,6,9,22,22,17,7,7,4,9
2018,145,3376,79,3138,63,0,30,59,1,5,18,20,16,32,21,26,6,5,16,24,68,7,24,8,13,9,12,15,13,15,2,19
2018,146,3257,76,3333,43,0,30,62,9,25,7,10,7,21,21,3,7,3,16,15,43,5,13,8,12,6,26,10,17,0,2,14
2018,146,3280,89,3417,73,0,29,58,8,13,23,27,11,28,15,11,4,6,14,25,67,6,19,17,20,15,18,11,10,4,3,22
2018,147,3163,94,3376,65,0,37,63,12,20,8,8,8,21,25,7,7,3,12,28,56,1,7,8,13,9,18,10,13,5,1,12
2018,147,3323,84,3332,74,0,31,72,3,10,19,21,19,32,21,10,2,2,13,28,65,4,15,14,18,6,23,11,5,8,3,18
2018,151,3280,73,3257,63,1,25,62,4,15,19,25,18,28,9,15,4,4,14,27,70,4,20,5,7,16,22,7,11,7,0,22
2018,151,3323,91,3163,89,1,33,70,6,19,19,23,15,23,14,15,7,3,11,38,77,9,24,4,6,16,25,20,17,5,6,18
2018,153,3323,61,3280,58,0,22,52,2,9,15,17,6,29,8,17,8,1,17,22,59,4,16,10,17,12,26,9,15,8,2,21
